lon,childrenUrls,url,$type,commonName,children,placeType,lat,additionalProperties,id
-0.149004,[],https://api-argon.tfl.gov.uk/Place/BikePoints_419,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Chelsea Bridge, Pimlico",[],BikePoint,51.485821,BikePoints_419
-0.105312,[],https://api-argon.tfl.gov.uk/Place/BikePoints_420,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Southwark Station 1, Southwark",[],BikePoint,51.504043,BikePoints_420
-0.104778,[],https://api-argon.tfl.gov.uk/Place/BikePoints_421,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Southwark Station 2, Southwark",[],BikePoint,51.504044,BikePoints_421
-0.153933,[],https://api-argon.tfl.gov.uk/Place/BikePoints_423,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Eaton Square (South), Belgravia",[],BikePoint,51.494561,BikePoints_423
-0.149186,[],https://api-argon.tfl.gov.uk/Place/BikePoints_424,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ebury Bridge, Pimlico",[],BikePoint,51.490491,BikePoints_424
-0.139159,[],https://api-argon.tfl.gov.uk/Place/BikePoints_425,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Harrington Square 2, Camden Town",[],BikePoint,51.533379,BikePoints_425
-0.129925,[],https://api-argon.tfl.gov.uk/Place/BikePoints_426,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Vincent Street, Pimlico",[],BikePoint,51.493072,BikePoints_426
-0.09294,[],https://api-argon.tfl.gov.uk/Place/BikePoints_427,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cheapside, Bank",[],BikePoint,51.51397,BikePoints_427
-0.174554,[],https://api-argon.tfl.gov.uk/Place/BikePoints_428,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Exhibition Road, Knightsbridge",[],BikePoint,51.499917,BikePoints_428
-0.17524,[],https://api-argon.tfl.gov.uk/Place/BikePoints_430,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","South Parade, Chelsea",[],BikePoint,51.48902,BikePoints_430
-0.122203,[],https://api-argon.tfl.gov.uk/Place/BikePoints_431,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Crinan Street, King's Cross",[],BikePoint,51.534474,BikePoints_431
-0.173894,[],https://api-argon.tfl.gov.uk/Place/BikePoints_432,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Exhibition Road Museums, South Kensington",[],BikePoint,51.496957,BikePoints_432
-0.116279,[],https://api-argon.tfl.gov.uk/Place/BikePoints_433,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wren Street, Holborn",[],BikePoint,51.524564,BikePoints_433
-0.105593,[],https://api-argon.tfl.gov.uk/Place/BikePoints_435,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Station, Kennington",[],BikePoint,51.488852,BikePoints_435
-0.11655,[],https://api-argon.tfl.gov.uk/Place/BikePoints_436,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Red Lion Street, Holborn",[],BikePoint,51.51824,BikePoints_436
-0.120903,[],https://api-argon.tfl.gov.uk/Place/BikePoints_437,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Vauxhall Walk, Vauxhall",[],BikePoint,51.488124,BikePoints_437
-0.113134,[],https://api-argon.tfl.gov.uk/Place/BikePoints_440,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Kennington Oval, Oval",[],BikePoint,51.483145,BikePoints_440
-0.114605,[],https://api-argon.tfl.gov.uk/Place/BikePoints_441,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Sail Street, Vauxhall",[],BikePoint,51.495656,BikePoints_441
-0.211358,[],https://api-argon.tfl.gov.uk/Place/BikePoints_442,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Walmer Road, Avondale",[],BikePoint,51.510101,BikePoints_442
-0.058641,[],https://api-argon.tfl.gov.uk/Place/BikePoints_443,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Philpot Street, Whitechapel",[],BikePoint,51.515256,BikePoints_443
-0.055312,[],https://api-argon.tfl.gov.uk/Place/BikePoints_444,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bethnal Green Garden, Bethnal Green",[],BikePoint,51.52568,BikePoints_444
-0.065076,[],https://api-argon.tfl.gov.uk/Place/BikePoints_445,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cheshire Street, Bethnal Green",[],BikePoint,51.52388,BikePoints_445
-0.055894,[],https://api-argon.tfl.gov.uk/Place/BikePoints_446,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","York Hall, Bethnal Green",[],BikePoint,51.528936,BikePoints_446
-0.007542,[],https://api-argon.tfl.gov.uk/Place/BikePoints_447,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Jubilee Crescent, Cubitt Town",[],BikePoint,51.493381,BikePoints_447
-0.02296,[],https://api-argon.tfl.gov.uk/Place/BikePoints_448,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Fisherman's Walk West, Canary Wharf",[],BikePoint,51.50623,BikePoints_448
-0.057159,[],https://api-argon.tfl.gov.uk/Place/BikePoints_449,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Shadwell Station, Shadwell",[],BikePoint,51.511088,BikePoints_449
-0.053177,[],https://api-argon.tfl.gov.uk/Place/BikePoints_450,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Jubilee Street, Stepney",[],BikePoint,51.515975,BikePoints_450
-0.063531,[],https://api-argon.tfl.gov.uk/Place/BikePoints_451,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hermitage Court, Wapping",[],BikePoint,51.504719,BikePoints_451
-0.070542,[],https://api-argon.tfl.gov.uk/Place/BikePoints_452,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. Katharine's Way, Tower",[],BikePoint,51.505697,BikePoints_452
-0.055167,[],https://api-argon.tfl.gov.uk/Place/BikePoints_453,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Garnet Street, Shadwell",[],BikePoint,51.508447,BikePoints_453
-0.021582,[],https://api-argon.tfl.gov.uk/Place/BikePoints_454,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Napier Avenue, Millwall",[],BikePoint,51.487679,BikePoints_454
-0.014409,[],https://api-argon.tfl.gov.uk/Place/BikePoints_455,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","East Ferry Road, Cubitt Town",[],BikePoint,51.49447,BikePoints_455
-0.144664,[],https://api-argon.tfl.gov.uk/Place/BikePoints_456,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Parkway, Camden Town",[],BikePoint,51.538071,BikePoints_456
-0.145393,[],https://api-argon.tfl.gov.uk/Place/BikePoints_457,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Castlehaven Road, Camden Town",[],BikePoint,51.542138,BikePoints_457
-0.057544,[],https://api-argon.tfl.gov.uk/Place/BikePoints_458,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wapping Lane, Wapping",[],BikePoint,51.504749,BikePoints_458
-0.03338,[],https://api-argon.tfl.gov.uk/Place/BikePoints_459,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Gunmakers Lane, Old Ford",[],BikePoint,51.535179,BikePoints_459
-0.029138,[],https://api-argon.tfl.gov.uk/Place/BikePoints_460,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Burdett Road, Mile End",[],BikePoint,51.516196,BikePoints_460
-0.038775,[],https://api-argon.tfl.gov.uk/Place/BikePoints_461,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Aston Street, Stepney",[],BikePoint,51.516,BikePoints_461
-0.138853,[],https://api-argon.tfl.gov.uk/Place/BikePoints_462,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bonny Street, Camden Town",[],BikePoint,51.541603,BikePoints_462
-0.071881,[],https://api-argon.tfl.gov.uk/Place/BikePoints_463,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Thurtle Road, Haggerston",[],BikePoint,51.534776,BikePoints_463
-0.052099,[],https://api-argon.tfl.gov.uk/Place/BikePoints_464,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. Mary & St. Michael Church, Stepney",[],BikePoint,51.51417,BikePoints_464
-0.08249,[],https://api-argon.tfl.gov.uk/Place/BikePoints_465,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pitfield Street North,Hoxton",[],BikePoint,51.53558,BikePoints_465
-0.076341,[],https://api-argon.tfl.gov.uk/Place/BikePoints_466,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Whiston Road, Haggerston",[],BikePoint,51.534464,BikePoints_466
-0.030556,[],https://api-argon.tfl.gov.uk/Place/BikePoints_467,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Southern Grove, Bow",[],BikePoint,51.523538,BikePoints_467
-0.022694,[],https://api-argon.tfl.gov.uk/Place/BikePoints_468,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cantrell Road, Bow",[],BikePoint,51.521564,BikePoints_468
-0.020467,[],https://api-argon.tfl.gov.uk/Place/BikePoints_469,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lindfield Street, Poplar",[],BikePoint,51.513757,BikePoints_469
-0.025492,[],https://api-argon.tfl.gov.uk/Place/BikePoints_470,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Mostyn Grove, Bow",[],BikePoint,51.530535,BikePoints_470
-0.028155,[],https://api-argon.tfl.gov.uk/Place/BikePoints_471,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hewison Street, Old Ford",[],BikePoint,51.533283,BikePoints_471
-0.027616,[],https://api-argon.tfl.gov.uk/Place/BikePoints_472,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Malmesbury Road, Bow",[],BikePoint,51.529452,BikePoints_472
-0.019355,[],https://api-argon.tfl.gov.uk/Place/BikePoints_473,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Millharbour, Millwall",[],BikePoint,51.496137,BikePoints_473
-0.011457,[],https://api-argon.tfl.gov.uk/Place/BikePoints_474,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Castalia Square, Cubitt Town",[],BikePoint,51.498125,BikePoints_474
-0.020157,[],https://api-argon.tfl.gov.uk/Place/BikePoints_475,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lightermans Road, Millwall",[],BikePoint,51.499041,BikePoints_475
-0.009205,[],https://api-argon.tfl.gov.uk/Place/BikePoints_476,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Stebondale Street, Cubitt Town",[],BikePoint,51.489096,BikePoints_476
-0.018716,[],https://api-argon.tfl.gov.uk/Place/BikePoints_477,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Spindrift Avenue, Millwall",[],BikePoint,51.49109,BikePoints_477
-0.04667,[],https://api-argon.tfl.gov.uk/Place/BikePoints_478,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Stepney Green Station, Stepney",[],BikePoint,51.521889,BikePoints_478
-0.058005,[],https://api-argon.tfl.gov.uk/Place/BikePoints_479,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pott Street, Bethnal Green",[],BikePoint,51.527152,BikePoints_479
-0.038986,[],https://api-argon.tfl.gov.uk/Place/BikePoints_480,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Flamborough Street, Limehouse",[],BikePoint,51.512871,BikePoints_480
-0.009001,[],https://api-argon.tfl.gov.uk/Place/BikePoints_481,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Saunders Ness Road, Cubitt Town",[],BikePoint,51.487129,BikePoints_481
-0.02377,[],https://api-argon.tfl.gov.uk/Place/BikePoints_482,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Thornfield House, Poplar",[],BikePoint,51.509843,BikePoints_482
-0.047784,[],https://api-argon.tfl.gov.uk/Place/BikePoints_483,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Albert Gardens, Stepney",[],BikePoint,51.51328,BikePoints_483
-0.048017,[],https://api-argon.tfl.gov.uk/Place/BikePoints_485,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Old Ford Road, Bethnal Green",[],BikePoint,51.531127,BikePoints_485
-0.069543,[],https://api-argon.tfl.gov.uk/Place/BikePoints_486,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Granby Street, Shoreditch",[],BikePoint,51.525645,BikePoints_486
-0.025626,[],https://api-argon.tfl.gov.uk/Place/BikePoints_487,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Canton Street, Poplar",[],BikePoint,51.511811,BikePoints_487
-0.058681,[],https://api-argon.tfl.gov.uk/Place/BikePoints_488,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Reardon Street, Wapping",[],BikePoint,51.506946,BikePoints_488
-0.064094,[],https://api-argon.tfl.gov.uk/Place/BikePoints_489,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Christian Street, Whitechapel",[],BikePoint,51.513074,BikePoints_489
-0.065006,[],https://api-argon.tfl.gov.uk/Place/BikePoints_490,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pennington Street, Wapping",[],BikePoint,51.508622,BikePoints_490
-0.041378,[],https://api-argon.tfl.gov.uk/Place/BikePoints_491,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queen Mary's, Mile End",[],BikePoint,51.522507,BikePoints_491
-0.03562,[],https://api-argon.tfl.gov.uk/Place/BikePoints_492,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","The Green Bridge, Mile End",[],BikePoint,51.524677,BikePoints_492
-0.016251,[],https://api-argon.tfl.gov.uk/Place/BikePoints_494,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","South Quay East, Canary Wharf",[],BikePoint,51.50196,BikePoints_494
-0.018703,[],https://api-argon.tfl.gov.uk/Place/BikePoints_495,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bow Church Station, Bow",[],BikePoint,51.528169,BikePoints_495
-0.015578,[],https://api-argon.tfl.gov.uk/Place/BikePoints_496,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Devons Road, Bow",[],BikePoint,51.52512,BikePoints_496
-0.021345,[],https://api-argon.tfl.gov.uk/Place/BikePoints_499,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Furze Green, Bow",[],BikePoint,51.519265,BikePoints_499
-0.055731,[],https://api-argon.tfl.gov.uk/Place/BikePoints_500,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ansell House, Stepney",[],BikePoint,51.519806,BikePoints_500
-0.054883,[],https://api-argon.tfl.gov.uk/Place/BikePoints_501,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Cephas Street, Bethnal Green",[],BikePoint,51.522561,BikePoints_501
-0.009506,[],https://api-argon.tfl.gov.uk/Place/BikePoints_504,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","St. John's Park, Cubitt Town",[],BikePoint,51.496454,BikePoints_504
-0.026768,[],https://api-argon.tfl.gov.uk/Place/BikePoints_505,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ackroyd Drive, Bow",[],BikePoint,51.520398,BikePoints_505
-0.075855,[],https://api-argon.tfl.gov.uk/Place/BikePoints_506,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bell Lane, Liverpool Street",[],BikePoint,51.517475,BikePoints_506
-0.059091,[],https://api-argon.tfl.gov.uk/Place/BikePoints_507,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clarkson Street, Bethnal Green",[],BikePoint,51.528692,BikePoints_507
-0.074431,[],https://api-argon.tfl.gov.uk/Place/BikePoints_508,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Fournier Street, Whitechapel",[],BikePoint,51.519362,BikePoints_508
-0.090075,[],https://api-argon.tfl.gov.uk/Place/BikePoints_509,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Fore Street, Guildhall",[],BikePoint,51.517842,BikePoints_509
-0.025996,[],https://api-argon.tfl.gov.uk/Place/BikePoints_510,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Westferry DLR, Limehouse",[],BikePoint,51.509303,BikePoints_510
-0.053558,[],https://api-argon.tfl.gov.uk/Place/BikePoints_511,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Sutton Street, Shadwell",[],BikePoint,51.511066,BikePoints_511
-0.06142,[],https://api-argon.tfl.gov.uk/Place/BikePoints_512,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Pritchard's Road, Bethnal Green",[],BikePoint,51.532091,BikePoints_512
-0.055656,[],https://api-argon.tfl.gov.uk/Place/BikePoints_513,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Watney Market, Stepney",[],BikePoint,51.514222,BikePoints_513
-0.155525,[],https://api-argon.tfl.gov.uk/Place/BikePoints_514,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Portman Square, Marylebone",[],BikePoint,51.516204,BikePoints_514
-0.211316,[],https://api-argon.tfl.gov.uk/Place/BikePoints_515,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Russell Gardens, Olympia",[],BikePoint,51.500088,BikePoints_515
-0.014438,[],https://api-argon.tfl.gov.uk/Place/BikePoints_516,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Chrisp Street Market, Poplar",[],BikePoint,51.5112,BikePoints_516
-0.033085,[],https://api-argon.tfl.gov.uk/Place/BikePoints_517,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Ford Road, Old Ford",[],BikePoint,51.532513,BikePoints_517
-0.037471,[],https://api-argon.tfl.gov.uk/Place/BikePoints_518,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Antill Road, Mile End",[],BikePoint,51.528224,BikePoints_518
-0.011662,[],https://api-argon.tfl.gov.uk/Place/BikePoints_519,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Teviot Street, Poplar",[],BikePoint,51.518811,BikePoints_519
-0.047218,[],https://api-argon.tfl.gov.uk/Place/BikePoints_520,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Bancroft Road, Bethnal Green",[],BikePoint,51.526041,BikePoints_520
-0.037366,[],https://api-argon.tfl.gov.uk/Place/BikePoints_521,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Driffield Road, Old Ford",[],BikePoint,51.534137,BikePoints_521
-0.036017,[],https://api-argon.tfl.gov.uk/Place/BikePoints_522,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clinton Road, Mile End",[],BikePoint,51.525941,BikePoints_522
-0.013475,[],https://api-argon.tfl.gov.uk/Place/BikePoints_523,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Langdon Park, Poplar",[],BikePoint,51.51549,BikePoints_523
-0.179668,[],https://api-argon.tfl.gov.uk/Place/BikePoints_524,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lancaster Gate , Bayswater",[],BikePoint,51.511654,BikePoints_524
-0.008428,[],https://api-argon.tfl.gov.uk/Place/BikePoints_526,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lancaster Drive, Blackwall",[],BikePoint,51.503143,BikePoints_526
-0.215808,[],https://api-argon.tfl.gov.uk/Place/BikePoints_527,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hansard Mews, Holland Park",[],BikePoint,51.503802,BikePoints_527
-0.145827,[],https://api-argon.tfl.gov.uk/Place/BikePoints_528,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Clarges Street, Mayfair",[],BikePoint,51.507326,BikePoints_528
-0.170983,[],https://api-argon.tfl.gov.uk/Place/BikePoints_529,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Manresa Road, Chelsea",[],BikePoint,51.486892,BikePoints_529
-0.012413,[],https://api-argon.tfl.gov.uk/Place/BikePoints_530,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Newby Place, Poplar",[],BikePoint,51.508896,BikePoints_530
-0.042744,[],https://api-argon.tfl.gov.uk/Place/BikePoints_531,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Twig Folly Bridge, Mile End",[],BikePoint,51.530326,BikePoints_531
-0.069743,[],https://api-argon.tfl.gov.uk/Place/BikePoints_533,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Wellington Row, Bethnal Green",[],BikePoint,51.528222,BikePoints_533
-0.066035,[],https://api-argon.tfl.gov.uk/Place/BikePoints_534,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Goldsmith's Row, Haggerston",[],BikePoint,51.531864,BikePoints_534
-0.147154,[],https://api-argon.tfl.gov.uk/Place/BikePoints_535,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Gloucester Avenue, Camden Town",[],BikePoint,51.537349,BikePoints_535
-0.06992,[],https://api-argon.tfl.gov.uk/Place/BikePoints_536,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Queensbridge Road, Haggerston",[],BikePoint,51.53385,BikePoints_536
-0.067937,[],https://api-argon.tfl.gov.uk/Place/BikePoints_537,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Old Montague Street, Whitechapel",[],BikePoint,51.51793,BikePoints_537
-0.00699,[],https://api-argon.tfl.gov.uk/Place/BikePoints_538,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Naval Row, Blackwall",[],BikePoint,51.508981,BikePoints_538
-0.075901,[],https://api-argon.tfl.gov.uk/Place/BikePoints_539,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Hoxton Station, Hoxton",[],BikePoint,51.531091,BikePoints_539
-0.144466,[],https://api-argon.tfl.gov.uk/Place/BikePoints_540,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Albany Street, The Regent's Park",[],BikePoint,51.528302,BikePoints_540
-0.142844,[],https://api-argon.tfl.gov.uk/Place/BikePoints_541,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Green Park Station, Mayfair",[],BikePoint,51.506613,BikePoints_541
-0.033828,[],https://api-argon.tfl.gov.uk/Place/BikePoints_542,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Salmon Lane, Limehouse",[],BikePoint,51.514115,BikePoints_542
-0.204666,[],https://api-argon.tfl.gov.uk/Place/BikePoints_543,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Lansdowne Walk, Ladbroke Grove",[],BikePoint,51.509591,BikePoints_543
-0.102208,[],https://api-argon.tfl.gov.uk/Place/BikePoints_544,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Percival Street, Finsbury",[],BikePoint,51.526153,BikePoints_544
-0.145246,[],https://api-argon.tfl.gov.uk/Place/BikePoints_545,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Arlington Road, Camden Town",[],BikePoint,51.539957,BikePoints_545
-0.107987,[],https://api-argon.tfl.gov.uk/Place/BikePoints_546,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","New Fetter Lane, Holborn",[],BikePoint,51.517428,BikePoints_546
-0.002275,[],https://api-argon.tfl.gov.uk/Place/BikePoints_547,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","East India DLR, Blackwall",[],BikePoint,51.509474,BikePoints_547
-0.107913,[],https://api-argon.tfl.gov.uk/Place/BikePoints_548,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Westminster Bridge Road, Elephant & Castle",[],BikePoint,51.498386,BikePoints_548
-0.104193,[],https://api-argon.tfl.gov.uk/Place/BikePoints_549,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Gaywood  Street, Elephant & Castle",[],BikePoint,51.49605,BikePoints_549
-0.039264,[],https://api-argon.tfl.gov.uk/Place/BikePoints_550,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Harford Street, Mile End",[],BikePoint,51.521564,BikePoints_550
-0.016233,[],https://api-argon.tfl.gov.uk/Place/BikePoints_551,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Montgomery Square, Canary Wharf",[],BikePoint,51.503447,BikePoints_551
-0.056667,[],https://api-argon.tfl.gov.uk/Place/BikePoints_552,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Watney Street, Shadwell",[],BikePoint,51.511542,BikePoints_552
-0.062546,[],https://api-argon.tfl.gov.uk/Place/BikePoints_553,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Regent's Row , Haggerston ",[],BikePoint,51.535678,BikePoints_553
-0.005659,[],https://api-argon.tfl.gov.uk/Place/BikePoints_554,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Aberfeldy Street, Poplar",[],BikePoint,51.513548,BikePoints_554
-0.219712,[],https://api-argon.tfl.gov.uk/Place/BikePoints_555,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Westfield Eastern Access Road, Shepherd's Bush",[],BikePoint,51.509424,BikePoints_555
-0.021596,[],https://api-argon.tfl.gov.uk/Place/BikePoints_556,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Heron Quays DLR, Canary Wharf",[],BikePoint,51.502661,BikePoints_556
-0.0985,[],https://api-argon.tfl.gov.uk/Place/BikePoints_557,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","King Edward Street, St Pauls",[],BikePoint,51.51601,BikePoints_557
-0.127554,[],https://api-argon.tfl.gov.uk/Place/BikePoints_558,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Page Street, Westminster",[],BikePoint,51.493978,BikePoints_558
-0.205991,[],https://api-argon.tfl.gov.uk/Place/BikePoints_559,"Tfl.Api.Presentation.Entities.Place, Tfl.Api.Presentation.Entities","Abbotsbury Road, Holland Park",[],BikePoint,51.501391,BikePoints_559
